emp_id|full name|fname|lname|birth_date|dept_name|country|monthly_salary|sex|job title|employee_status|education
100229|James Jones|James|Jones|1985/01/30| HR |USA|6074.25|female|Project Manager|Active| Master 
100230|Mahmoud Al-Mansoori|Mahmoud|Al-Mansoori|06-13-1983|Information Technology|JO|EGP 29,557.75|female|Marketing Analyst| Contractor |PHD
100231|Khalid Ali|Khalid|Ali|25-Oct-1992|it|United States|42388.5| m |Project Manager|ON_LEAVE|bachelor
100232|JOHN AL-MANSOORI|John|Al-Mansoori|1984/10/24|Finance|United States of America|15551.5|MALE|HR Specialist|Inactive|Secondary
100233|Mohamed Jones|Mohamed|Jones|17/07/1973|SALES|US|9444| f |Supply Chain Coordinator| On Leave |PhD
100234|Sophia Williams|Sophia|Williams|1998/09/23|Environment|IN|43316.75|Female|IT Support| Contractor |high school
100235|Nour Farouk|Nour|Farouk|24/02/1997|Operation| Saudi |29,576|Male|Project Manager|ON_LEAVE| Bachelor 
100236|Fatima Al-Thani|Fatima|Al-Thani|11-26-1972|HSE|UK|33626.75|Unknown|Environmental Engineer|Inactive| Bachelor 
100237|Laila Saeed|Laila|Saeed|04-02-1978|supply-chain|KSA|33809.75|MALE|Data Engineer| Active |MBA
100238|Mostafa Jones|Mostafa|Jones|1965/02/01|IT|United Arab Emirates|17900.25| f |Sales Executive|PROB|Master
100239|Michael Jones|Michael|Jones|02-Jun-1973|Sales Dept|PK|EGP 21,854.75|M|IT Support|ON_LEAVE|MSc
100240|Dina Farouk|Dina|Farouk|25-Jul-1989|Environmental|PHL|13,568|1|Safety Officer| On Leave |Diploma
100241|James Garcia|James|Garcia|13-Oct-1989|Prod|Philippines|9019|female|Project Manager|ACT|NULL
100242|Reem Al-Farsi|Reem|Al-Farsi|07-28-1991| HR |United Arab Emirates|$33,187.75|female|Environmental Engineer|probation| Diploma 
100243|Reem Al-Farsi|Reem|Al-Farsi|1971-07-27| Commercial |saudi arabia|6444|female|Sales Executive|Probation|master
100244|Farah Garcia|Farah|Garcia|1982/05/05|sales|United States|32536| f |Project Manager| Active |BA
100245|Ava Farouk|Ava|Farouk|1974-05-28|it|Saudi Arabia|22233.75|male|Data Engineer|External|PHD
100246|Laila Taylor|Laila|Taylor|08-Oct-2001|Fin.|Qatar|QAR 13,897.25|female|Project Manager|Inactive|bachelor
100247|Farah Saeed|Farah|Saeed|1968-01-23|Supply Chain|PAK|$12,307.25|FEMALE|IT Support| Terminated |MBA
100248|Emily Miller|Emily|Miller|1982/06/05|human resources|United States of America|7010|male|Environmental Engineer|New Hire|Doctorate
100249|Layla Al-Kuwari|Layla|Al-Kuwari|28-Aug-1970|Human Resources| India |QAR 19,119.50|female|Production Operator| On Leave |high school
100250|Heba Mostafa|Heba|Mostafa||SALES|Jordan|44676|Male|Supply Chain Coordinator|on leave
100251| Hassan  Saeed |Hassan|Saeed|12-01-1987|FIN|egypt||2|Production Operator|ACT|High School
100252|Farah Al-Salem|Farah|Al-Salem|19-Dec-1997|Manufacturing|qatar|23579.25|2|Business Analyst|New Hire|High School
100253| Emma  Brown |Emma|Brown|16-Jun-1978|EHS| Pakistan |6,165|Female|Supply Chain Coordinator|Contractor|Bachelor
100254|Hamad Mostafa|Hamad|Mostafa|1977-03-03|FIN|qatar|QAR 41,414.50|female|Data Engineer|TERM|bachelor
100255|Al-Farsi, Aisha|Aisha|Al-Farsi|2003-04-09|Information Technology|india|25887.25|Female|Accountant|TERM|phd
100256|Michael Farouk|Michael|Farouk|2002/11/15|SCM|IN|EGP 20,592.25|1|Supply Chain Coordinator| Contractor |PhD
100257|MOHAMED MILLER|Mohamed|Miller|18/08/1993|Operation|philippines|28290.75|Female|Data Engineer|Leave|bachelor
100258|Tamer Ibrahim|Tamer|Ibrahim|03-Apr-1974|EHS|UAE|9919|1|Production Operator|Contractor|Secondary
100259|Al-Thani, Reem|Reem|Al-Thani|1993/09/01|marketting|egypt|24465.5|female|Project Manager| Contractor |phd
100260|Aisha Patel|Aisha|Patel|1972/02/14| Commercial |SA|32340.5|2|Data Engineer| Probation |high school
100261|Emma Moore|Emma|Moore|1976-11-06| Accounting |Britain|$20,938.75| m |Production Operator|contractor|Bachelor
100262|Omar Jones|Omar|Jones|06-25-1967| Operations | uk |12202.5|1|HR Specialist|On Leave|master
100263|Abdullah Miller|Abdullah|Miller|11-28-1979|mktg| Qatar |29294.5|2|IT Support|on leave| PhD 
100264|Al-Harbi, Ahmed|Ahmed|Al-Harbi|1992/05/31| safety |United States of America|44192.25|F|Project Manager|terminated|MBA
100265|Mostafa Khan|Mostafa|Khan|1998/07/07| IT |KSA|33283.5|1|Production Operator|ON_LEAVE|PhD
100266|Emma Ali|Emma|Ali|05-29-1992|it| UAE |32679.25|FEMALE|Sales Executive|probation|high school
100267|Mona Johnson|Mona|Johnson|1980/05/03|env.|SA|43878.5|2|Sales Executive|Contractor|PhD
100268| Omar  Jones |Omar|Jones|28-Mar-1995|IT| Pakistan |19699|female|Supply Chain Coordinator|PROB|bachelor
100269|MOSTAFA MARTINEZ|Mostafa|Martinez|07-Jun-1985|Operations|saudi arabia|26,102|FEMALE|Production Operator|A|PHD
100270|Mona Hassan|Mona|Hassan|04/04/1985|Operation|United States of America|42,514|MALE|Project Manager|active|diploma
100271|Faisal Garcia|Faisal|Garcia|1970-09-04|Supply Chain|IN|30669|F|IT Support|terminated| PhD 
100272|Ahmed Farouk|Ahmed|Farouk|unknown| Accounting |JO|30097|2|Data Engineer|Inactive|HS
100273|Ali Ibrahim|Ali|Ibrahim|31-Jul-1987|IT|United Arab Emirates|5636.25| f |Production Operator| Active | Master 
100274|Ali Al-Mansoori|Ali|Al-Mansoori|31-Aug-1977| Operations |United Arab Emirates|3557.25|MALE|Data Engineer|probation|diploma
EMP100275|Michael Al-Thani|Michael|Al-Thani|11-Dec-1978| Accounting |Qatar|25865.25| f |Marketing Analyst|Active|Dipl.
100276|Layla Ali|Layla|Ali|1973/09/01|Safety|Emirates|18984.75|Female|Data Engineer|TERM|High School
100277|Hassan Nasser|Hassan|Nasser|2001/08/14| safety |KSA|$19,023.00|FEMALE|Production Operator|CONT| Master 
100278|Farah Wilson|Farah|Wilson|1984/09/25| Environmental |United States of America|N/A|2|Safety Officer|Probation|NULL
100279|Youssef Jones|Youssef|Jones|09-21-1981|Marketing| Egypt |19707.75|FEMALE|Sales Executive|on leave|Secondary
100280|Tamer Al-Kuwari|Tamer|Al-Kuwari|14/12/1977|PROD|India|18035| f |Supply Chain Coordinator|Contractor|master
100281|MAHA IBRAHIM|Maha|Ibrahim|15/06/1983|mktg| UAE |16109.5|N/A|Supply Chain Coordinator|PROB|BA
100282| Mariam  Williams |Mariam|Williams|17-Jul-2000|ENV| Egypt |37435.75| m |Accountant| Probation |PHD
100283|Mostafa Moore|Mostafa|Moore|05-Jan-1968|Human Resources| Philippines |22946.25|2|Safety Officer| Terminated |Diploma
100284|Mohamed Miller|Mohamed|Miller|03-17-1995|ENV|saudi arabia|QAR 38,238.75|female|IT Support||Secondary
100285|Abdullah Patel|Abdullah|Patel|10-14-1989|Operations| Philippines |9079.25|Male|Marketing Analyst|Active|Dipl.
100286|Youssef Brown|Youssef|Brown|09-21-1986|Health & Safety|UAE|4655.25|female|HR Specialist| Active |Bachelor
100287|Saad Martinez|Saad|Martinez|10-Dec-1987| IT |JOR|-17507|female|Safety Officer|contractor|PhD
100288|Khalid Garcia|Khalid|Garcia|1973/09/06| Environmental |IN|28,279| m |Safety Officer|Terminated|diploma
100289|Mona Nasser|Mona|Nasser|29/06/1983|FIN|Saudi Arabia|EGP 19,669.50|male|IT Support|Active|Bachelor
100290|Michael Moore|Michael|Moore|unknown|marketting|QA|39309|M|Project Manager|on leave|high school
100291| Mahmoud  Smith |Mahmoud|Smith|1991-09-29|Sales|IND|22121.75|1|Project Manager|active|MSc
100292|Faisal Johnson|Faisal|Johnson|1982-03-30|Safety| Jordan |4,566|MALE|Data Engineer| Active |PHD
100293|Ali Al-Kuwari|Ali|Al-Kuwari|13-Jan-1972|finance| Egypt |QAR 44,174.75|Male|Environmental Engineer|A|BA
100294|Noora Al-Farsi|Noora|Al-Farsi|1974-09-07|PROD|jordan|29404|FEMALE|Business Analyst|terminated|Diploma
100295| Emma  Smith |Emma|Smith|1988-06-19|env.|QA|16663.5|F|Sales Executive|Leave| Master 
100296|Mahmoud Al-Salem|Mahmoud|Al-Salem|2002-10-19| IT |india||Male|Marketing Analyst| Terminated |PhD
100297|Robert Al-Mansoori|Robert|Al-Mansoori|2000-09-08| Commercial |egypt|26939|M|Supply Chain Coordinator|Inactive| Master 
100298|Robert Nasser|Robert|Nasser|1986-11-04|finance|UK|17464.00| m |HR Specialist|TERM| PhD 
100299|Omar Patel|Omar|Patel|1978/02/01| Operations |PHL|21759.75| m |Safety Officer|CONT|high school
100300|Aisha Davis|Aisha|Davis|22/04/1991|SCM|Pakistan|$44,138.75| m |Production Operator| Contractor |BA
100301|Ali Nasser|Ali|Nasser|1999-02-23|ops|USA|19455.75|male|Safety Officer|New Hire|Secondary
100302|James Al-Thani|James|Al-Thani|07-23-1999|Environment|Saudi Arabia|36624.5| f |Safety Officer|CONT|MSc
100303|Aya Kamal|Aya|Kamal|05/09/1996|Sales Dept|JO|41972.25| m |Data Engineer|New Hire| High School 
100304|Fatima Saeed|Fatima|Saeed||Sales|IN||Female|Accountant|contractor|HS
100305|John Ibrahim|John|Ibrahim|1984-12-18| Environmental | Qatar |4487|MALE|Safety Officer|Probation|HS
100306|James Saeed|James|Saeed|11-23-1968|supply-chain|IN|10449.75| m |Production Operator|terminated|Dipl.
100307|Mahmoud Farouk|Mahmoud|Farouk|29-Mar-1977| Marketing |PHL|EGP 27,484.75|1|Safety Officer|Leave| Master 
100308|Mahmoud Al-Mansoori|Mahmoud|Al-Mansoori|08-06-1987| HR | Qatar |22,540||IT Support|New Hire|phd
100309|David Smith|David|Smith|2002/04/04|Sales Dept| Egypt |40636.25|male|Accountant|contractor|Doctorate
100310|AVA WILLIAMS|Ava|Williams|10-Nov-1989|it| Egypt |17037|1|Project Manager| Probation |MSc
100311| Olivia  Al-Kuwari |Olivia|Al-Kuwari|1993-08-02| Commercial |UK|34545.5|M|HR Specialist|on leave|bachelor
100312|Hassan Hassan|Hassan|Hassan|1981/10/06|mktg|JO|21241.75|MALE|Supply Chain Coordinator| Probation |MBA
100313|Robert Ibrahim|Robert|Ibrahim|1987/08/09|Information Technology|Jordan|QAR 11,348.25|M|Sales Executive|PROB|MBA
100314|Emma Saeed|Emma|Saeed|1968/02/23|finance| Qatar |17,103||Project Manager|External| Master 
100315|Karim Davis|Karim|Davis|1991-08-27|FIN|QAT|36374.75| f |Sales Executive|terminated|Dipl.
100316|Aya Johnson|Aya|Johnson|2003/09/24|env.|Pakistan|39090|FEMALE|Project Manager|CONT|Master
100317|Sara Williams|Sara|Williams|1995-09-24|MKT|egypt|38909.75|male|Data Engineer| Probation |High School
100318|Hassan Al-Mansoori|Hassan|Al-Mansoori|1983/11/26|OPS|india|QAR 30,555.75|M|Project Manager|active|NULL
100319|Farah Ali|Farah|Ali|1990-08-22| HR |United States|5,734|MALE|Accountant|terminated|MBA
100320|Ali Ali|ALI|Ali|23-Feb-1981|PROD|Qatar|42934.75|female|Accountant|Inactive|high school
100321|Mona Al-Mansoori|Mona|Al-Mansoori|11-20-2002| IT |EG|31,180|1|Project Manager|terminated| Master 
100322|Fatima Moore|Fatima|Moore|2000-07-25| Environmental |United States|24298.75| m |Sales Executive|TERM| High School 
100323|Omar Miller|Omar|Miller||SCM|PAK|28,146|MALE|Sales Executive|active|Secondary
100324|Faisal Khan|Faisal|Khan|14-Apr-1978|sales|Britain|7673.25| f |Marketing Analyst|TERM|master
100325|Hamad Jones|Hamad|Jones|1967-07-24| production |saudi arabia|QAR 20,947.75|male|Marketing Analyst|PROB|master
100326|Olivia Mahmoud|Olivia|Mahmoud|1991/10/09|ENV|USA|27573| f |Data Engineer|Terminated|PHD
100327| Hassan  Al-Harbi |Hassan|Al-Harbi|11-01-1973| Marketing |AE|30068.5|Male|Project Manager|CONT|BSc
100328|Nour Martinez|Nour|Martinez|1997-10-13| Commercial | India |39592.5|F|Production Operator|CONT|Master
100329| Youssef  Al-Salem |Youssef|Al-Salem|12/06/1994|Operation|IN|21626.5|M|Production Operator| Active |high school
100330|Heba Kamal|Heba|Kamal|1999/04/07|Safety|United States of America|$17,083.50|2|Accountant|terminated|diploma
100331|Dina Al-Salem|Dina|Al-Salem|08-Dec-2000|ops| Pakistan || f |Supply Chain Coordinator|probation|PhD
100332|Mariam Williams|Mariam|Williams|1999/05/31|Environmental|PAK|37777.25|Female|Accountant|ON_LEAVE|Master
100333|Ava Mahmoud|Ava|Mahmoud|07/09/1990|Finance|egypt|38851.25|2|HR Specialist|probation|PhD|EXTRA_COL
100334|Heba Khan|Heba|Khan|1988/09/09| Marketing |JO|5044.25|1|Accountant| Contractor |HS
100335|FATIMA DAVIS|Fatima|Davis|1983/04/17|FIN|United Arab Emirates|39955|M|Environmental Engineer|ON_LEAVE|bachelor
100336|Ahmed Davis|Ahmed|Davis|1976/01/02| production |Philippines|44639|N/A|Marketing Analyst| Contractor |MBA
100337|Michael Hassan|Michael|Hassan|2001/02/17| HR |UAE|41043|M|Environmental Engineer|ON_LEAVE|BSc
100338| Emily  Patel |Emily|Patel|17/03/1994|Health & Safety|Emirates|5882|Female|Sales Executive|A|High School
100339| Aya  Miller |Aya|Miller|1969/09/27| Supply Chain |india|40,432|M|Sales Executive|terminated|Doctorate
100340|John Patel|John|Patel|07-07-1976|Information Technology| UAE |4,718| f |Sales Executive|PROB|NULL
100341|Emma Al-Kuwari|Emma|Al-Kuwari|| Commercial |PH|33441|F|Supply Chain Coordinator|ACT|PHD
100342|James Jones|James|Jones|24/01/1980|Logistics|Pakistan|EGP 19,009.75|MALE|Safety Officer|Contractor|MSc
100343|Nour Moore|Nour|Moore|03-06-1980|it|Emirates|18352|MALE|Sales Executive|Terminated|PhD
100344|Tamer Miller|Tamer|Miller|15-May-1983|ENV|UAE|43083.5|Male|Business Analyst|terminated| High School 
100345|James Adel|James|Adel|20/10/1976|Operation|jordan|16945.5|1|Sales Executive|probation| Diploma 
100346|Farah Al-Harbi|Farah|Al-Harbi|15-Mar-1985|marketting|philippines|22732.25|F|Project Manager| Terminated |MBA
100347|Al-Mansoori, Hamad|Hamad|Al-Mansoori|1965/12/10|mktg|qatar|8866.5|M|Marketing Analyst|terminated|Master
100348|Taylor, Khalid|Khalid|Taylor|09-22-2000|IT|KSA|-11313.25|FEMALE|Project Manager|PROB| Bachelor 
100349|James Al-Salem|James|Al-Salem|1999/06/22|FIN|Emirates|34372|2|IT Support|External|DIP
100350|Ahmed Moore|Ahmed|Moore|13-Dec-1997|FIN|PK|6419| f |Business Analyst|ON_LEAVE|Doctorate
100351|David Khan|David|Khan|08-Sep-1970|finance|United Arab Emirates|37002.75|F|Accountant| Contractor | PhD 
100352|Abdullah Moore|Abdullah|Moore|1977/04/22|I.T.|Saudi Arabia|N/A|1|Production Operator|PROB|PHD
100353|Tamer Davis|Tamer|Davis|01-Mar-1975|Production|Philippines|38,286|male|Marketing Analyst|Active|Doctorate
100354|Ali Farouk|Ali|Farouk|31/08/1987|Marketing|Philippines|31619.75|F|Sales Executive|CONT|MSc
100355|Mohamed Adel|Mohamed|Adel|09-26-1998|Operations|saudi arabia|39,619|male|Supply Chain Coordinator|probation|high school
100356|Heba Al-Salem|Heba|Al-Salem|03-Dec-1979|Safety|Pakistan|10817.25|F|IT Support|New Hire|Diploma
100357|Karim Davis|Karim|Davis|2000/10/27|Operations| Jordan |N/A||Environmental Engineer|PROB| Diploma 
100358|Laila Ibrahim|Laila|Ibrahim|1998/12/19|Health & Safety|AE|27678| f |Project Manager|On Leave| Bachelor 
100359|John Jones|JOHN|Jones|1970-12-25|HSE|pakistan|21085.75|F|Sales Executive|CONT|phd
|Tamer Garcia|Tamer|Garcia|27/12/1966|Environment|United Kingdom|14,486|FEMALE|HR Specialist| Contractor |Secondary
100361|John Johnson|John|Johnson|1969-12-27|Logistics|JOR|22219| m |Accountant|A|HS
100362|Olivia Miller|Olivia|miller|1973-09-08|Production| uk |31447.75|Unknown|Marketing Analyst|New Hire|bachelor
100363|Moore, Olivia|Olivia|Moore|1994/12/10| Supply Chain |JO|21341.5|FEMALE|HR Specialist|ACT| Bachelor 
100364|ROBERT IBRAHIM|Robert|Ibrahim|30-Nov-1973|sales|JOR|32961.75|F|Production Operator| On Leave |diploma
100365|Aya Moore|Aya|moore|13-Oct-1965|SALES|Saudi Arabia|29009.5|Female|Accountant|Leave|PhD
100366|David Farouk|David|Farouk|1982-02-24|I.T.|Pakistan|EGP 11,203.75|F|Sales Executive| Terminated |PHD
100367|Emma Taylor|Emma|Taylor|06-16-1987|Sales Dept| usa |5032.75|F|Supply Chain Coordinator|PROB|PHD
100368| Omar  Garcia |Omar|Garcia|1993-12-02|env.|US|40071|1|IT Support|ON_LEAVE| High School 
100369|Laila Williams|Laila|Williams|09-26-1990|OPS| India |30324|Male|Supply Chain Coordinator| Terminated | Master 
100370|Heba Moore|HEBA|Moore|31/02/1988|marketting|US|32121| f |HR Specialist|contractor| Bachelor 
100371|James Smith|James|Smith|13/09/1968|EHS|Britain|12508.00|2|Marketing Analyst|Inactive|Secondary
100372|Aya Nasser|Aya|Nasser|09-05-1975|Sales| Pakistan |4305.25|MALE|Sales Executive|TERM|Bachelor
100373|Sophia Martinez|Sophia|Martinez|1988/05/21|H.R.|JOR|9535.25|Female|Accountant|On Leave|MSc
100374|Aisha Moore|Aisha|Moore|03-30-1987|H.R.|EGY|21922.25| f |Supply Chain Coordinator|Inactive|DIP
100374|Farah Al-Thani|Farah|Al-Thani|1985/10/08|Marketing|jordan|11570.75|2|Production Operator|terminated| Diploma 
100376|Hassan Moore|Hassan|Moore|1968/08/07|Human Resources|PAK|7441.75| f |Sales Executive|A|MSc
100377|OMAR WILSON|Omar|Wilson|1967/01/17|mktg| India |42905.5|Male|Environmental Engineer|New Hire| Master 
100378|Reem Farouk|Reem|Farouk|21-Nov-2000|FIN|IN|32349.25|FEMALE|Data Engineer|Probation| Diploma 
100379|Omar Jones|Omar|Jones|04-Jul-1985|Human Resources|IND|44605.75|Male|Environmental Engineer| On Leave |master
100380|Saad Al-Thani|Saad|Al-Thani|1993/04/30|Production|Jordan|36143.25|M|Data Engineer|Active|PhD
100381|MICHAEL JOHNSON|Michael|Johnson|28-Apr-2002|human resources|india|5367.5|female|Production Operator|on leave|BA
100382|Mostafa Jones|Mostafa|Jones|1976-03-25|I.T.|JO|QAR 29,862.25|2|Environmental Engineer|CONT|phd
100383|Khalid Davis|Khalid|Davis|2000/05/31|Environmental|India|17,958|MALE|Sales Executive|Contractor|PhD
100384|Maha Al-Farsi|Maha|Al-Farsi|25/02/1980| Commercial | Qatar |5386|Unknown|Accountant|TERM|Secondary
100385|Olivia Johnson|Olivia|Johnson|28/02/1998|Supply Chain|QA|31431.25|F|Sales Executive|Terminated|PHD
100386|Reem Hassan|Reem|Hassan|10-30-1990|Production|JOR|17055.25|Male|Data Engineer|Probation| Diploma 
100387|Laila Taylor|Laila|Taylor|24-May-1967|Health & Safety|United States of America|QAR 10,249.00|1|Business Analyst|A|Dipl.
100388|Khalid Farouk|Khalid|Farouk|1967/12/15|Environmental|United Kingdom|37279|male|Marketing Analyst|External|BA
100389|Nour Brown|Nour|Brown|10-Nov-1971|FIN|qatar|30105.25|F|Supply Chain Coordinator|CONT| High School 
100390|Fatima Taylor|Fatima|Taylor|1996-02-10|OPS|UK|18039.5|MALE|Business Analyst| Terminated |BSc
100391|James Farouk|James|Farouk|1974/07/10|Finance|PHL|35281.75|Female|Production Operator| Terminated |phd
100392|Karim Al-Salem|Karim|Al-Salem|09-11-1974|human resources|IND|44,292|F|Marketing Analyst| On Leave | Diploma 
100393|Patel, Hamad|Hamad|Patel|1979-10-17|ENV|Emirates|40900.00|FEMALE|IT Support|terminated|DIP
100394|TAMER JONES|Tamer|Jones|03-14-2003|HSE|PK|QAR 39,529.75|Male|Project Manager||PHD
100395|Ava Jones|Ava|Jones|21/07/2000|Prod|IN|25229.50|male|Project Manager|On Leave| Diploma 
100396|Laila Jones|Laila|Jones|04-May-1970|sales|SA|25044.25| f |Safety Officer|Active|High School
100397|Ali, Mostafa|Mostafa|Ali|11/11/1991|Information Technology|QAT|$14,499.75| f |HR Specialist|Leave|phd
100398|Sophia Johnson|Sophia|Johnson|09-06-1988|FIN|Jordan|39370.25| m |Supply Chain Coordinator|PROB|Master
100399|Khalid Martinez|Khalid|Martinez|11-17-1988|human resources|philippines|5917.50|2|Business Analyst|on leave|MBA
100400|David Al-Mansoori|David|Al-Mansoori|24-May-1992|I.T.|PAK|4581.5|FEMALE|Environmental Engineer|Terminated|High School
100401|Mahmoud Adel|Mahmoud|Adel|12-Jun-1965| Accounting |QAT|QAR 6,940.75| f |Business Analyst|On Leave|HS
EMP100402|Khalid Davis|Khalid|Davis|08-22-1993|it|United States|EGP 14,253.00|Female|IT Support|on leave|BA
100403|Ahmed Johnson|Ahmed|Johnson|2002/09/14|ENV|United States|QAR 24,893.25| f |Project Manager|ACT|PhD
100404| Dina  Davis |Dina|Davis|2000/01/16|Sales| uk |$37,342.25|1|Safety Officer|Contractor| Master 
100405|Mahmoud Saeed|Mahmoud|Saeed|10-18-1994|IT|Philippines|24682.75|F|Marketing Analyst|ACT|Bachelor
100406|Ava Taylor|Ava|Taylor|1990-04-16|SCM|PH|EGP 31,963.75|Female|Data Engineer| On Leave |DIP
100407|James Moore|James|Moore|1977/05/10|HSE|Egypt|QAR 35,725.25|MALE|Supply Chain Coordinator|ON_LEAVE|Secondary
100408|Tamer Moore-Nasser|Tamer|moore|12-Nov-1986|PROD|KSA|12,247|Male|Data Engineer|New Hire| PhD 
100409|Mahmoud Ibrahim|Mahmoud|Ibrahim|1971-04-23| Commercial |QA|24469.75|female|Supply Chain Coordinator|active|DIP
100410|Sophia Nasser|Sophia|Nasser|1985/12/14|Fin.|AE|27,582|N/A|Marketing Analyst|On Leave|Doctorate
100411|Hassan Nasser|Hassan|Nasser||marketting|Qatar|N/A|F|IT Support| Active |phd
100412|David Taylor|David|Taylor|31-Jan-1965|Production|IND|43344.00|Female|HR Specialist|New Hire|High School
100413|Noora Al-Kuwari|Noora|Al-Kuwari|1984-01-14|Logistics|Emirates|9224.75|1|Safety Officer|Contractor| Bachelor 
100414|Youssef Al-Kuwari|Youssef|Al-Kuwari|05/03/1982|Sales Dept|United Kingdom|29490.25|female|Project Manager|PROB|MBA
100415|David Martinez|David|Martinez|2000/10/06| Commercial |jordan|24558.75|M|Sales Executive|probation| Master 
100416|Abdullah Martinez|Abdullah|Martinez|1991-09-01|Health & Safety| India |EGP 40,860.25|MALE|Supply Chain Coordinator| Active |BA
100417|Robert Ibrahim|Robert|Ibrahim|02-Jan-1976| Accounting |UAE|23846|FEMALE|Production Operator|Active|Dipl.
100418|Omar Jones|Omar|Jones||Fin.| Philippines |16528|MALE|HR Specialist|On Leave|PHD
100419|Farouk, Sara|Sara|Farouk|09-29-1987| Commercial | Qatar |$7,468.00|2|Production Operator|On Leave|Diploma
100420|Ahmed Al-Salem|Ahmed|Al-Salem||Environmental|saudi arabia|$21,499.50|2|HR Specialist|Terminated|master
100421|Laila Davis|Laila|Davis|1990-04-03|Human Resources| Qatar |31999.25|2|Data Engineer|Leave|Diploma
100422|Sophia Farouk|Sophia|Farouk|07/07/1999|Operations|QAT|29303.25|Male|Data Engineer|Active|Secondary
100423|David Patel|David|Patel|03-25-1980|Production|IN|EGP 7,268.50|1|Safety Officer| Active | Bachelor 
100424|Sara Patel|Sara|Patel|1969/04/15|HR|qatar|43153.25|female|Supply Chain Coordinator|Terminated| Bachelor 
100425|Farah Mahmoud|Farah|Mahmoud|2000/12/28|SALES|Pakistan|32423.5|FEMALE|Marketing Analyst|terminated|bachelor
100426|Ahmed Ibrahim|Ahmed|Ibrahim|09-Jul-2001|Sales Dept|JO|40833.25|1|IT Support|on leave|MBA
100427|Mariam Taylor|Mariam|Taylor|18/08/1976|Fin.|EGY|26595.25|1|Marketing Analyst|CONT| Master 
100428|David Al-Thani|David|Al-Thani|11/09/1984|Safety| Philippines |28906.00| f |Accountant|Leave|Diploma
100429| Emily  Mostafa |Emily|Mostafa|1966/06/23|FIN|jordan|44955.50|Male|Data Engineer|ON_LEAVE|Dipl.
100430|KHALID AL-THANI|Khalid|Al-Thani|06-May-2003|SCM|QA||1|Project Manager|Leave|Diploma
100431|Michael Davis|Michael|Davis|26/05/1968|Safety|United Arab Emirates|16778.25|female|Safety Officer|ACT| Diploma 
100432|Abdullah Al-Mansoori|Abdullah|Al-Mansoori|13-Aug-2002| Supply Chain |EG|21,830|F|Data Engineer|probation|phd
100433|Sara Al-Salem|Sara|Al-Salem|12-04-1969|OPS|PH|21440.5|female|Environmental Engineer|Active| Master 
100434|Noora Mahmoud|Noora|Mahmoud|1979/03/29|sales|PAK|27288.25|F|Marketing Analyst| Active |BSc
100435|Maha Davis|Maha|Davis|2002-10-27|Prod|EGY|28763.75|male|Business Analyst|terminated|high school
100436|Emma Smith|Emma|Smith|07-May-1965|supply-chain| Saudi |30647|F|Business Analyst|A| Master 
100437|Michael Ibrahim|Michael|Ibrahim|05-29-1978| Supply Chain |qatar|4443|female|HR Specialist|Inactive| Bachelor 
100438|Aya Moore|Aya|Moore|24/03/1998|human resources|PHL|44,819| f |Project Manager|On Leave|Diploma
100439|Khalid Ibrahim|Khalid|Ibrahim|1989/04/15|FIN|United States of America|23928.25|2|Business Analyst|Leave| PhD 
100440|Mahmoud Davis|Mahmoud|Davis|1997/10/20|H.R.| Saudi |6007.25| m |Accountant|Active|Secondary
100441|Noora Mahmoud|Noora|Mahmoud|1997-03-01|it|Britain|7455.25|1|Project Manager| On Leave |BA
100442|Ali Williams|Ali|Williams|21-Jan-1983| Environmental |Saudi Arabia|36676|M|Safety Officer|TERM|Diploma
100443|Abdullah Smith|Abdullah|Smith|15/05/1965|EHS|UAE|7,052|MALE|Marketing Analyst|New Hire|high school
100444|Hamad Jones|Hamad|Jones|05-May-1988|OPS| Saudi |13651.75| f |Safety Officer|External|HS
100445|Fatima Ibrahim|Fatima|Ibrahim|1995/01/21|Operation|QAT|26012.5|MALE|Project Manager|Leave|Bachelor
100446|Dina Al-Harbi|Dina|Al-Harbi|15-Feb-2003|OPS|US|10516|M|Project Manager|Inactive|Master
100447|Ahmed Al-Harbi|Ahmed|Al-Harbi|1974-05-19|ENV|JOR|7907.75| f |IT Support|ON_LEAVE|phd
100448|Mohamed Hassan|Mohamed|Hassan|01/10/1968|MKT| Philippines |4832.5| m |IT Support|On Leave|MBA
100449|Tamer Garcia|Tamer|Garcia|2003-12-11|PROD| Saudi |40392.5|Female|Environmental Engineer|A| Diploma 
100450|Omar Khan|Omar|Khan|05-Sep-2002| IT |IND|30957.75| m |Production Operator|active|BA
100451|Karim Al-Farsi|Karim|Al-Farsi|16/03/1982|Environmental|philippines|32089.5|Male|IT Support|probation|High School
100452|David Saeed|DAVID|Saeed||human resources| UAE |43259|M|Project Manager|Active| Bachelor 
100453|Al-Kuwari, Youssef|Youssef|Al-Kuwari|1992-11-17|EHS| Qatar |26802.50|MALE|Data Engineer|Inactive|Secondary
100454|Sophia Martinez|Sophia|Martinez|1972/01/07|HSE|UK|EGP 5,155.50|Female|Marketing Analyst|ACT|MSc
100455|David Al-Kuwari|David|Al-Kuwari|22-Oct-1993|Marketing| usa |38922.75|M|Project Manager|ACT|Secondary
100456|Mostafa Ibrahim|Mostafa|Ibrahim||FIN|PK|$44,500.00|male|Accountant|TERM|Master
